@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
2001,'2024/05/30 14:54:27:573',15,0,0,15.914845,7.191146,8.534313,5.640122,3.610542,3.750791,0.888488,1.227984,4.221877,1.592484,2.319357,4.36021,1.617806,1.847262,2.81152,2.257642,2.028708,1.887319,1.754799,2.714554,2.42937,1.706702,1.516482,0,?,?,0,0,0
2002,'2024/05/30 14:54:27:606',15,0,0,14.433503,8.416508,5.893213,2.360302,3.645424,1.919473,3.646337,2.461972,2.483839,2.248117,3.05832,3.284362,3.727496,3.63952,3.095055,2.738576,3.181419,1.765664,2.663239,3.233856,4.193099,5.962561,3.121984,0,?,?,0,0,0
2003,'2024/05/30 14:54:27:640',15,0,0,13.907854,7.189802,6.898649,5.013306,2.420964,1.59548,1.315539,2.168574,2.417633,2.72844,1.277405,1.3611,1.064939,3.412726,3.719068,3.617455,4.559136,3.153111,2.473317,2.091447,2.806468,2.553253,2.126773,0,?,?,0,0,0
2004,'2024/05/30 14:54:27:673',15,0,0,5.854283,7.725091,6.432555,1.564272,2.64733,1.357271,2.225468,3.138858,3.631352,2.998369,0.913027,1.151174,2.058389,2.75782,4.881885,4.080567,3.764854,3.694191,2.659446,2.526532,1.892291,2.23049,2.025924,0,?,?,0,0,0
2005,'2024/05/30 14:54:27:706',15,0,0,16.635962,13.638472,4.660536,2.374128,1.29425,1.330058,0.83902,1.490029,0.915416,2.91187,1.946292,3.309355,3.587089,4.059598,3.706794,3.591459,4.099417,2.668958,2.111761,2.279713,2.172565,2.553373,1.370224,0,?,?,0,0,0
2006,'2024/05/30 14:54:27:739',15,0,0,4.139002,9.54669,11.335373,4.259275,5.986542,4.691729,3.903526,4.536157,3.378652,1.109669,1.913875,1.254494,2.214713,2.150832,2.055541,5.375987,5.90404,7.138471,3.468913,2.344392,2.660414,2.065527,1.057571,0,?,?,0,0,0
2007,'2024/05/30 14:54:27:774',15,0,0,20.854832,10.70117,8.984301,7.08245,5.203496,10.860849,9.336868,11.561242,7.436752,5.107013,1.925417,3.231444,5.486134,1.852216,3.761696,6.282827,13.506308,15.061298,11.635303,5.706533,8.133916,3.493197,1.951006,0,?,?,0,0,0
2008,'2024/05/30 14:54:27:807',15,0,0,8.923057,16.363827,9.173305,6.544515,5.3947,3.831057,9.894567,7.476559,7.239459,3.073579,1.805397,2.584043,2.088864,2.761724,2.07578,4.717092,13.963905,11.554202,10.969225,9.34551,12.532615,9.751474,2.968634,0,?,?,0,0,0
2009,'2024/05/30 14:54:27:840',15,0,0,13.084711,12.743822,10.759952,9.780103,4.139635,5.385588,3.224907,1.649349,2.343963,3.068931,3.186016,4.123876,2.576677,1.470051,1.879982,2.121002,5.098457,5.764217,6.838211,5.176382,5.779579,5.128739,3.517594,0,?,?,0,0,0
2010,'2024/05/30 14:54:27:873',15,0,0,9.848002,18.18408,5.466589,3.404197,3.61692,10.871371,10.955362,7.963822,8.430705,19.821697,11.106571,6.167096,3.944646,5.556753,8.36127,4.497345,3.709095,6.615888,4.773261,3.723015,6.51907,6.144156,4.994734,0,?,?,0,0,0
2011,'2024/05/30 14:54:27:907',15,0,0,13.155428,6.798545,8.874569,9.962318,3.528213,3.328101,1.024826,1.057022,1.17031,1.68642,2.698109,3.578139,2.806064,5.460474,3.959608,3.78131,5.083001,3.294662,2.106881,2.534598,2.108102,2.258132,2.202255,0,?,?,0,0,0
2012,'2024/05/30 14:54:27:940',15,0,0,13.420163,18.346092,6.167528,2.876882,1.368774,0.848169,0.992103,1.153696,4.014133,2.780018,1.078434,2.174472,1.467579,2.235785,2.908107,3.792535,4.115629,3.978349,3.371221,3.083332,2.332794,2.39813,2.113469,0,?,?,0,0,0
2013,'2024/05/30 14:54:27:973',15,0,0,11.911428,8.274396,8.413615,6.349468,2.293983,2.15306,2.022382,2.288549,2.360586,2.598366,1.938345,2.485732,2.886371,2.40333,2.884673,1.97861,2.078599,2.803228,1.842891,1.513353,1.333284,1.565434,1.312372,0,?,?,0,0,0
2014,'2024/05/30 14:54:28:006',15,0,0,7.901502,6.113357,3.456957,4.240725,2.947421,2.400551,1.71764,2.374125,2.918633,3.295848,1.075271,2.863155,1.618579,1.849253,3.668899,3.424227,1.717705,1.355469,2.2827,1.840009,1.961655,2.139145,1.947937,0,?,?,0,0,0
2015,'2024/05/30 14:54:28:040',15,0,0,9.949486,3.990938,5.485016,3.015544,4.789375,2.406553,1.118388,2.285804,1.131956,1.379748,1.252287,1.967236,2.544671,2.40269,2.132678,4.217704,4.006334,2.91405,1.692354,1.803838,1.918187,1.424861,1.449034,0,?,?,0,0,0
2016,'2024/05/30 14:54:28:073',15,0,0,6.081501,9.382799,5.828084,4.854192,1.693223,1.066314,1.154125,1.687798,1.865903,1.667487,2.824302,3.213254,4.1057,5.192833,4.103186,3.09538,5.431396,3.13985,2.763099,2.456025,1.509661,1.517045,1.350489,0,?,?,0,0,0
2017,'2024/05/30 14:54:28:106',15,0,0,14.051502,4.913682,1.838687,2.169197,2.829048,2.497361,1.613901,0.859192,1.851321,1.225463,2.281453,2.242935,3.011916,2.469871,5.316424,5.074367,4.636381,3.300493,1.602629,1.577181,1.273895,1.876092,1.431157,0,?,?,0,0,0
2018,'2024/05/30 14:54:28:140',15,0,0,9.956424,7.475905,5.747899,5.219974,2.100321,3.669571,2.387531,1.304127,1.228055,1.512205,1.874691,3.141291,3.812473,2.837946,5.548171,3.48239,2.547183,2.205935,2.164035,1.601598,1.863481,1.504719,1.114251,0,?,?,0,0,0
2019,'2024/05/30 14:54:28:173',15,0,0,14.213509,3.469608,1.554348,2.034081,2.937268,1.686905,0.740452,1.405127,3.27502,2.280141,1.832652,1.535179,1.573715,2.853755,4.063507,2.894751,2.860497,3.182659,2.927009,2.42505,2.327187,2.039036,1.42573,0,?,?,0,0,0
2020,'2024/05/30 14:54:28:206',15,0,0,11.04547,4.743178,3.545411,3.708697,1.712372,1.560994,1.31906,1.505712,1.296785,2.822032,1.659454,1.555642,2.484571,3.874985,4.78979,4.251281,3.876014,3.159662,1.629267,2.120303,1.496957,1.57011,1.364874,0,?,?,0,0,0
2021,'2024/05/30 14:54:28:240',15,0,0,12.565932,5.540561,3.242404,2.719917,2.166166,2.232995,1.060427,1.059646,3.187558,2.566573,2.237919,4.282442,2.232098,2.743507,2.926191,3.219314,3.574217,2.064236,2.529954,1.991472,1.763866,1.435533,2.102916,0,?,?,0,0,0
2022,'2024/05/30 14:54:28:273',15,0,0,7.301263,8.881035,4.20602,3.182094,0.716676,1.132952,1.51992,1.417345,1.226038,1.43107,1.373676,3.638199,2.009764,1.415254,2.481014,3.02705,4.047115,2.84922,2.141696,1.971673,2.008935,1.098031,1.720216,0,?,?,0,0,0
2023,'2024/05/30 14:54:28:307',15,0,0,16.236378,5.796685,2.475747,1.911693,1.667652,2.125591,1.737109,1.876744,2.226184,1.765897,1.46633,3.064779,3.537,3.955474,4.034838,3.688756,4.95207,2.780196,1.674801,1.16467,1.307688,1.823606,1.8749,0,?,?,0,0,0
2024,'2024/05/30 14:54:28:340',15,0,0,10.24052,7.927743,4.306129,5.032201,2.535729,1.850576,1.197934,1.73202,3.258116,1.855918,0.814356,3.364181,1.657644,2.197495,1.927682,4.942585,3.627301,2.113727,1.783845,1.664749,1.539291,1.856369,1.917567,0,?,?,0,0,0
2025,'2024/05/30 14:54:28:374',15,0,0,9.900221,2.476843,2.492761,4.022203,2.308585,2.612555,2.256652,2.475854,2.655845,1.751517,1.424899,3.686192,3.574958,2.40255,4.186398,4.018476,3.428078,3.830209,2.400205,3.612005,2.474994,1.519353,1.312643,0,?,?,0,0,0
2026,'2024/05/30 14:54:28:406',15,0,0,8.52368,2.375581,4.895797,5.016985,1.851935,0.863492,1.344034,1.816477,0.431228,1.748,2.42731,3.171216,1.793238,2.130763,2.251261,2.59722,4.218496,2.712619,2.950195,2.327563,1.654498,2.05182,1.663763,0,?,?,0,0,0
2027,'2024/05/30 14:54:28:440',15,0,0,11.53436,4.054657,2.901716,4.296921,3.010199,2.880983,1.771197,1.973053,1.725325,1.182513,0.792265,1.846164,2.171142,3.518658,4.27098,3.664889,4.629831,3.685681,2.141185,2.002193,2.084393,1.764708,1.607655,0,?,?,0,0,0
2028,'2024/05/30 14:54:28:473',15,0,0,9.286685,3.04607,3.317959,3.733696,2.271778,1.876463,1.66746,2.769306,3.792313,2.120853,1.930593,1.759195,2.11208,1.96163,3.011323,2.395502,4.219737,3.511702,1.87413,1.674791,1.962998,1.957645,1.74508,0,?,?,0,0,0
2029,'2024/05/30 14:54:28:507',15,0,0,8.323009,2.813593,3.579721,3.773273,1.998625,1.396552,1.400548,2.043377,2.232555,2.486969,1.9366,2.155392,2.208547,2.993134,4.777693,4.25394,3.745039,3.301683,2.401761,1.773278,1.392989,1.450208,1.208733,0,?,?,0,0,0
2030,'2024/05/30 14:54:28:540',15,0,0,12.749061,6.715509,4.628481,4.185928,1.782817,1.75483,2.221385,2.758291,1.460498,1.707528,1.739197,3.048053,4.405186,4.206694,3.041451,3.531181,4.281546,3.000809,2.075956,3.115575,1.394123,1.50127,1.177804,0,?,?,0,0,0
2031,'2024/05/30 14:54:28:573',15,0,0,4.842148,3.973192,2.232558,2.61456,2.59175,2.232248,2.125384,1.589431,3.474791,2.351518,3.171876,2.500269,2.246142,2.701945,4.879594,4.94081,2.949619,2.743275,1.682848,1.988065,1.552662,1.957624,2.956273,0,?,?,0,0,0
2032,'2024/05/30 14:54:28:606',15,0,0,16.113426,5.573879,4.369528,4.720586,3.567817,1.241296,1.725344,1.117746,2.561016,1.119912,0.985304,2.644073,1.965311,2.770727,3.70767,2.255805,2.754591,3.927356,5.260944,2.376373,1.844051,1.792043,1.720433,0,?,?,0,0,0
2033,'2024/05/30 14:54:28:640',15,0,0,5.710613,3.524281,2.687272,2.13635,1.072052,0.44309,1.323679,0.895536,1.540372,1.83531,1.328128,1.643524,2.667033,5.016623,4.646361,3.361334,4.252358,2.384856,2.417339,1.963398,1.605969,1.493539,1.2806,0,?,?,0,0,0
2034,'2024/05/30 14:54:28:675',15,0,0,7.703723,6.18036,4.66196,2.610643,1.677441,2.307452,1.298609,1.275748,2.976511,1.722441,1.87733,3.212684,3.796894,3.564255,4.115549,7.006496,13.607285,13.291515,5.424635,3.65099,5.456912,6.41741,7.822207,0,?,?,0,0,0
2035,'2024/05/30 14:54:28:707',15,0,0,10.391839,4.113378,3.64059,4.484979,1.359887,0.989651,0.862608,1.093246,2.82641,2.617346,1.546905,3.046319,3.942351,2.854858,2.700384,5.164408,5.156015,5.281818,3.690184,3.060403,2.084719,2.262167,2.239808,0,?,?,0,0,0
2036,'2024/05/30 14:54:28:739',15,0,0,1.022468,4.4055,4.104873,2.932398,1.558313,2.105994,0.601104,0.636708,2.563821,1.208313,0.925431,2.511803,3.815411,1.880742,3.876525,5.242587,4.862026,3.631287,3.349452,3.389323,2.137446,2.388306,2.05452,0,?,?,0,0,0
2037,'2024/05/30 14:54:28:773',15,0,0,1.812153,2.276272,0.521014,2.381979,2.999081,2.505357,1.698109,1.179837,0.980265,1.449125,1.208297,1.569801,1.804158,2.947335,3.725708,4.313556,2.741739,3.175884,3.049645,2.288712,2.017015,1.848053,1.657373,0,?,?,0,0,0
2038,'2024/05/30 14:54:28:806',15,0,0,8.917973,6.054186,3.888089,4.148547,3.693139,1.157109,0.746555,0.36293,1.665659,2.804648,2.09951,1.63454,1.591582,4.85816,3.567334,2.514159,3.278934,2.549119,2.193555,2.139092,1.854925,2.060429,1.406505,0,?,?,0,0,0
2039,'2024/05/30 14:54:28:840',15,0,0,4.266888,2.837707,3.472559,3.309339,3.54258,1.946771,1.596289,1.171086,2.183008,1.94503,2.019361,2.744882,2.612927,2.525766,3.084172,4.720418,4.148196,1.934712,1.787679,1.903921,1.961755,2.102884,1.983502,0,?,?,0,0,0
2040,'2024/05/30 14:54:28:873',15,0,0,8.407862,2.938287,2.300017,3.403276,2.625574,2.088357,1.604596,1.290708,1.988002,5.00212,3.009576,2.79271,2.65129,2.963809,3.337451,3.322758,3.806145,3.805753,2.302095,2.481227,1.320118,1.222039,1.285544,0,?,?,0,0,0
2041,'2024/05/30 14:54:28:906',15,0,0,7.041105,4.019851,4.187023,3.568578,0.670401,1.186123,1.083224,1.333986,1.840376,1.968606,0.934914,2.544508,2.327735,1.283337,2.402729,2.707749,4.802801,2.708483,2.007465,1.574648,1.222735,1.655044,1.730258,0,?,?,0,0,0
2042,'2024/05/30 14:54:28:940',15,0,0,7.015198,3.799503,2.972163,3.968904,2.605611,1.928169,0.922312,1.046202,2.373101,2.29934,1.09408,3.029868,2.681803,3.265056,2.97421,2.059379,1.572939,1.667164,2.866667,2.955518,2.858884,2.629939,1.818821,0,?,?,0,0,0
2043,'2024/05/30 14:54:28:975',15,0,0,11.85835,6.936361,3.622514,4.310049,2.606148,2.476083,2.12323,2.545021,3.860422,2.817951,1.63006,3.83608,2.359894,3.624213,13.678819,35.018242,69.185226,56.171654,33.885689,20.940977,22.02387,23.09466,26.818195,0,?,?,0,0,0
2044,'2024/05/30 14:54:29:007',15,0,0,8.319419,3.259442,2.162049,1.567289,0.86847,1.894864,1.180418,0.906177,1.331565,0.976552,1.627544,2.639717,1.932321,2.960436,2.366705,4.001826,13.872406,11.007737,6.784681,3.463674,2.826934,2.831026,1.62478,0,?,?,0,0,0
2045,'2024/05/30 14:54:29:040',15,0,0,7.727656,2.814434,2.876714,2.701738,1.790697,3.536651,1.229421,2.598081,2.472585,1.910813,1.988069,4.314277,4.121418,3.281009,3.111218,5.661391,10.135917,6.179573,7.360096,5.352116,2.164257,2.096115,2.010199,0,?,?,0,0,0
2046,'2024/05/30 14:54:29:073',15,0,0,4.41329,3.82555,3.492201,2.465784,2.790495,3.287684,1.659999,2.141806,4.066765,2.0255,2.425241,2.695449,1.082696,2.341522,4.910281,3.758282,5.311603,4.900178,3.97548,2.644096,1.871862,2.386508,1.622831,0,?,?,0,0,0
2047,'2024/05/30 14:54:29:106',15,0,0,2.349395,0.799139,1.447678,2.119988,2.250575,3.275016,1.779254,0.932428,2.699923,2.443096,3.285779,3.708533,2.969534,3.231524,3.850645,5.317746,7.262821,7.199735,4.693877,2.168801,1.852807,1.219072,1.249095,0,?,?,0,0,0
2048,'2024/05/30 14:54:29:140',15,0,0,10.869374,5.93835,3.739502,2.729214,3.133856,3.088364,1.680029,1.909567,2.220149,1.850404,2.821428,3.617993,2.441975,2.039831,3.300764,5.496645,5.915984,4.094945,1.807757,1.477464,1.504596,1.49208,1.723727,0,?,?,0,0,0
2049,'2024/05/30 14:54:29:173',15,0,0,7.527305,2.656143,2.207731,1.112005,1.449131,1.440237,1.117732,1.741769,3.417861,1.808127,1.306155,1.810859,3.165528,2.471344,3.902391,5.783021,2.89721,3.668184,2.480446,1.293769,1.497908,1.729808,2.087227,0,?,?,0,0,0
2050,'2024/05/30 14:54:29:206',15,0,0,8.818924,5.979696,4.664927,2.436758,2.872188,3.566802,1.140696,1.859191,2.204003,1.467849,1.848973,2.811818,1.912971,3.03039,2.531508,3.089137,5.165793,4.372952,2.815492,2.644076,2.091442,1.639243,1.649874,0,?,?,0,0,0
2051,'2024/05/30 14:54:29:240',15,0,0,10.211873,6.772434,5.177056,3.332459,1.991035,1.982191,1.029753,1.82057,2.21148,2.385195,2.6869,2.490609,2.884616,2.431265,3.013276,2.911307,5.724928,4.665326,2.245507,2.211751,2.165806,1.512356,1.25252,0,?,?,0,0,0
2052,'2024/05/30 14:54:29:273',15,0,0,8.059533,5.192708,2.325078,1.005743,1.87945,3.019994,0.637846,0.717852,2.405798,1.784738,1.377975,2.679688,3.050992,4.331819,3.786841,3.660154,4.50025,6.324821,4.945483,3.358168,4.100395,4.573645,4.0124,0,?,?,0,0,0
2053,'2024/05/30 14:54:29:306',15,0,0,11.736684,3.619956,1.806037,1.791564,1.377103,1.553565,1.331296,1.103449,2.288415,2.203021,1.784269,2.199962,2.200136,4.658392,3.918105,3.50009,8.187069,6.197878,2.846277,3.044847,2.915679,3.399382,2.969534,0,?,?,0,0,0
2054,'2024/05/30 14:54:29:340',15,0,0,9.523945,6.489115,3.369253,3.506378,2.096187,1.543057,1.68426,1.00609,0.727022,1.409567,1.625739,1.249347,1.692561,3.10792,3.327041,2.723532,5.54688,6.362204,3.453589,3.312975,2.55408,3.124927,3.20623,0,?,?,0,0,0
2055,'2024/05/30 14:54:29:374',15,0,0,11.809196,4.081953,2.54058,0.830988,0.429339,2.268291,1.58722,0.924675,2.311979,1.473476,2.19807,2.155087,3.398919,5.177695,5.58653,4.040495,3.517457,2.570187,2.023587,1.994804,2.445014,2.463562,1.759439,0,?,?,0,0,0
2056,'2024/05/30 14:54:29:406',15,0,0,10.293581,8.05519,3.000451,2.257524,2.319713,1.224312,0.886054,1.948681,2.578209,0.913166,1.651809,2.695501,2.648213,2.208475,3.399168,4.046566,3.442523,1.963874,1.621184,2.382785,2.039363,1.91226,1.887887,0,?,?,0,0,0
2057,'2024/05/30 14:54:29:440',15,0,0,11.84622,7.064322,3.246145,2.114551,1.859276,1.366544,1.605035,1.683219,1.871652,2.389682,1.973714,1.886127,1.819533,1.467196,3.72447,5.246304,4.750146,3.761134,3.677661,2.033661,1.139109,1.776986,1.897213,0,?,?,0,0,0
2058,'2024/05/30 14:54:29:474',15,0,0,3.533099,1.147111,2.121429,2.847172,1.349481,1.305319,0.844092,2.067182,2.44534,1.605346,1.69221,1.233522,2.682715,2.751943,3.08573,2.479473,2.201813,2.373919,2.35691,2.89257,1.729977,1.877899,1.123817,0,?,?,0,0,0
2059,'2024/05/30 14:54:29:506',15,0,0,2.240659,5.102425,3.327626,1.97061,1.052319,1.432343,1.168173,1.642739,1.130067,0.50308,1.163091,1.54746,2.031349,2.707551,3.714947,3.103783,3.11717,3.298335,3.230668,1.892199,2.133943,1.762306,1.195345,0,?,?,0,0,0
2060,'2024/05/30 14:54:29:540',15,0,0,10.165293,7.746923,2.310357,2.131347,1.725006,1.508192,1.43553,0.663836,1.257065,2.246234,1.056439,1.426563,1.258982,1.749963,2.635242,3.80351,5.177022,4.715413,2.16522,3.517189,2.574298,1.864552,1.67494,0,?,?,0,0,0
2061,'2024/05/30 14:54:29:575',15,0,0,2.610316,2.871906,2.341444,4.361181,2.654259,2.519207,4.252422,4.047133,5.137338,4.033575,4.400485,5.810943,5.690912,4.19171,11.030087,25.123714,100.784096,101.768417,41.416126,18.932911,12.261482,7.844379,8.014171,0,?,?,0,0,0
2062,'2024/05/30 14:54:29:607',15,0,0,16.592443,4.590459,2.850835,3.212438,2.397525,2.206504,2.355922,1.534553,1.654046,1.95774,1.741183,2.754104,3.118218,1.229359,1.172171,4.516921,10.548042,18.314024,6.089806,2.652027,4.121635,3.405292,3.00464,0,?,?,0,0,0
2063,'2024/05/30 14:54:29:640',15,0,0,7.820199,3.654433,1.221541,1.453723,0.679873,1.492245,1.253187,1.228533,2.593695,3.771731,1.51563,2.155602,2.863698,3.106861,3.45141,5.375367,11.686841,9.742171,5.150448,3.121513,3.064048,3.039117,2.431003,0,?,?,0,0,0
2064,'2024/05/30 14:54:29:674',15,0,0,7.30878,4.85023,2.374209,1.282655,3.377616,2.707273,0.899816,0.65927,1.666039,1.437353,1.51698,3.763942,2.438336,3.992317,4.137077,6.266383,6.751637,12.64216,5.889823,3.229056,2.249358,1.980838,2.427058,0,?,?,0,0,0
2065,'2024/05/30 14:54:29:706',15,0,0,0.351843,2.985808,2.313823,1.051598,1.783208,2.000302,1.345601,1.364733,1.178766,2.037437,2.742766,2.435703,1.225556,2.543195,3.086816,6.803009,7.871701,7.851548,4.389447,3.442487,2.821949,1.736059,2.082956,0,?,?,0,0,0
2066,'2024/05/30 14:54:29:740',15,0,0,4.084301,3.380244,2.706421,3.136215,2.198775,1.377704,1.193515,0.712755,0.97898,1.826314,3.028921,2.641345,1.939809,3.150675,6.02242,4.441861,5.021505,5.668783,4.184494,3.173142,1.669227,1.730984,1.551317,0,?,?,0,0,0
2067,'2024/05/30 14:54:29:773',15,0,0,10.378467,4.49747,1.854325,2.305229,1.559492,2.457964,1.108081,1.113359,2.019442,1.613247,1.132894,2.621735,3.623532,3.05203,3.296726,4.239018,3.821108,3.973291,2.858896,3.645899,2.477298,2.01029,1.899296,0,?,?,0,0,0
2068,'2024/05/30 14:54:29:807',15,0,0,9.067667,4.068382,2.159661,1.995148,1.581787,0.945895,1.414273,0.775304,1.093184,2.292605,1.550529,2.247738,3.394006,3.007501,5.195654,3.835007,3.295699,3.79563,2.450428,1.586407,1.753725,1.813075,1.694679,0,?,?,0,0,0
2069,'2024/05/30 14:54:29:840',15,0,0,11.154499,4.733271,2.706533,2.625551,1.205897,2.512444,1.191816,0.678241,1.521395,1.4225,1.978832,2.374469,3.005574,3.651958,3.575121,5.484822,4.097247,2.172477,2.30812,2.099624,2.305448,1.919832,1.4431,0,?,?,0,0,0
2070,'2024/05/30 14:54:29:873',15,0,0,12.329402,5.208783,1.383071,2.528322,3.220882,2.019548,0.722896,2.135763,2.312392,1.698426,1.990791,3.218489,3.649656,2.201326,2.560489,3.953054,4.421855,3.461887,1.314855,1.955129,1.565419,2.009023,1.444009,0,?,?,0,0,0
2071,'2024/05/30 14:54:29:907',15,0,0,4.806349,3.78727,3.573646,2.916704,4.351882,3.820716,1.619384,1.30812,2.198136,2.287703,3.034113,3.409088,2.343277,2.629395,3.767872,2.844073,3.787863,2.693939,2.4419,1.004174,1.876441,1.823856,1.729458,0,?,?,0,0,0
2072,'2024/05/30 14:54:29:940',15,0,0,13.504244,6.156171,2.477276,2.760722,2.256836,1.848382,1.688397,1.951732,2.056971,2.599219,1.755336,2.15176,2.812898,3.345359,4.219733,4.072898,3.566661,1.737936,1.871268,2.451959,1.321948,1.543462,1.8689,0,?,?,0,0,0
2073,'2024/05/30 14:54:29:973',15,0,0,8.841552,4.182864,3.667731,2.39319,1.369605,2.086752,2.163756,0.597702,2.740448,2.568233,2.326736,2.108259,2.673205,2.844185,2.994733,3.837265,1.661867,2.258854,1.74143,2.052463,1.768503,1.472849,1.120388,0,?,?,0,0,0
2074,'2024/05/30 14:54:30:006',15,0,0,6.964698,0.994879,2.370982,3.308432,3.166536,3.070308,0.958821,1.229473,1.421206,1.684418,2.186368,3.565559,2.160892,2.456015,2.637068,2.914995,2.734108,3.110148,3.137874,2.039507,1.450645,1.435379,1.352109,0,?,?,0,0,0
2075,'2024/05/30 14:54:30:040',15,0,0,9.076224,4.553324,1.158968,1.92895,2.750338,1.21483,0.981708,2.519507,2.046032,1.713015,2.308558,3.117977,2.339287,1.871001,2.914268,3.554716,4.192552,2.817765,2.939779,2.999725,1.343538,1.904117,1.643803,0,?,?,0,0,0
2076,'2024/05/30 14:54:30:073',15,0,0,7.152215,2.616645,3.295422,2.678092,0.866407,1.844596,0.757395,0.343923,1.513758,2.364527,3.882715,3.250858,3.766029,1.662367,2.780048,3.757308,3.295733,4.175601,2.451079,1.804135,1.90976,2.216304,1.391416,0,?,?,0,0,0
2077,'2024/05/30 14:54:30:108',15,0,0,5.215274,1.830482,2.335236,1.277237,2.464164,3.172303,1.740007,1.671159,3.286168,2.841165,2.673073,2.012232,1.425416,2.70195,3.213078,1.962561,4.046175,4.328364,2.19466,1.707161,1.758391,1.671117,1.379447,0,?,?,0,0,0
2078,'2024/05/30 14:54:30:139',15,0,0,7.594451,3.027302,1.438593,1.136672,1.701177,1.955786,1.398019,1.04634,1.918685,3.30041,2.579301,1.753347,2.666063,2.223795,1.915579,4.037347,2.435925,2.692119,2.618755,3.299038,2.079995,2.291439,2.003484,0,?,?,0,0,0
2079,'2024/05/30 14:54:30:173',15,0,0,9.880176,4.345474,1.708043,1.359747,2.598651,2.981191,1.443256,1.589551,1.961758,2.194731,2.034431,2.425122,1.767804,5.265463,3.994566,3.060541,3.707599,3.378091,2.233697,1.420078,2.219633,1.910722,1.286695,0,?,?,0,0,0
2080,'2024/05/30 14:54:30:207',15,0,0,12.195597,7.606168,3.270341,1.026887,3.601555,3.976857,1.670492,1.27408,2.621273,1.618174,2.399192,2.641111,3.158367,3.382745,3.040905,2.676475,2.966777,3.571238,2.627182,1.975988,2.158509,2.127944,1.273959,0,?,?,0,0,0
2081,'2024/05/30 14:54:30:240',15,0,0,10.408312,5.712345,2.81434,0.53176,1.798059,3.101534,1.172309,1.637786,2.009557,4.273222,2.439881,4.771226,3.788021,4.287766,3.987467,4.398359,4.32444,2.9286,2.178668,2.19037,2.727608,2.095168,1.777728,0,?,?,0,0,0
2082,'2024/05/30 14:54:30:273',15,0,0,4.352052,4.008182,1.805679,0.58518,2.932159,2.778101,1.125279,1.159722,2.144224,3.041386,1.986551,3.186738,2.760616,2.288121,3.006412,2.127172,2.849262,3.250154,3.096858,1.983341,2.155466,2.035383,1.671937,0,?,?,0,0,0
2083,'2024/05/30 14:54:30:306',15,0,0,9.098064,5.847236,2.712445,1.447999,1.458793,2.400701,1.053514,0.910556,1.588243,1.732436,3.12955,2.985469,3.003346,4.807311,4.129711,3.940909,4.383569,3.133095,2.180403,2.465291,1.828975,1.734282,1.380883,0,?,?,0,0,0
2084,'2024/05/30 14:54:30:340',15,0,0,12.593639,5.312572,2.235879,0.787578,2.398262,2.065843,1.426505,0.946397,2.042633,2.337587,3.237475,2.181876,3.221632,1.990992,3.982327,3.649102,5.581279,3.872009,2.726794,2.080423,1.801772,1.588801,1.66089,0,?,?,0,0,0
2085,'2024/05/30 14:54:30:373',15,0,0,10.208667,5.167479,1.868601,2.534302,2.273073,2.25338,2.044207,1.384498,2.834308,3.400494,2.028537,3.271533,3.11479,3.213025,3.995266,3.825146,3.25451,2.18409,2.774288,2.503816,1.380314,1.393599,1.107977,0,?,?,0,0,0
2086,'2024/05/30 14:54:30:407',15,0,0,7.80659,4.432997,3.950528,2.139422,1.475061,1.329628,1.656027,2.297985,0.839186,1.762609,2.688998,2.526546,3.459155,2.588155,3.886219,5.074575,5.494488,4.733103,2.554296,2.922149,1.580115,1.672518,1.427269,0,?,?,0,0,0
2087,'2024/05/30 14:54:30:440',15,0,0,7.19486,2.712583,0.731236,0.297354,0.810869,1.593631,1.046474,0.940119,1.911982,1.197142,2.851974,2.994098,3.053547,3.287644,3.164068,2.472343,2.455402,1.845935,2.983059,2.575974,2.458344,1.645798,1.565766,0,?,?,0,0,0
2088,'2024/05/30 14:54:30:474',15,0,0,6.938303,2.678306,3.550189,1.951336,1.083722,1.345205,2.336177,1.445626,1.502202,1.283772,1.81525,1.918744,2.256801,2.529971,2.864346,2.840591,4.011867,2.932133,2.63887,1.287673,1.765518,2.223759,1.744917,0,?,?,0,0,0
